target_screening_net_mw,plant_net_power_mw,plant_net_margin_mw,plant_net_margin_fraction,closes_engineering_net,screening_net_power_mw,engineering_load_mw,gross_fusion_mw,rejected_heat_mw,radiator_area_m2,required_field_t,separatrix_radius_m,length_m,plasma_volume_m3,magnet_mass_proxy_tonnes,temperature_kev,ion_density_m3,confinement_s,current_drive_mw,power_conditioning_loss_mw,conversion_waste_mw,warnings
10.0,-15.267929718854159,-15.267929718854159,-1.5267929718854159,False,10.0,25.26792971885416,367.68766561663546,381.0503436174026,19301.53049412455,10.882675218105557,0.5618147225050399,3.37088833503024,2.8411842351753553,51.46874035812501,200.0,5e+20,20.0,7.353753312332709,12.687245061196155,50.50653908673161,D-D side reactions included as neutron source; reference design uses optimistic transport/direct-conversion assumptions; high-field HTS magnet regime; plant-net includes first-order engineering loads; does not close plant-net power; bremsstrahlung dominates engineering design
25.0,-33.493521488779514,-33.493521488779514,-1.3397408595511806,False,25.0,58.493521488779514,919.2191640415887,947.972821423252,48018.13363190088,10.882675218105557,0.7624998900150297,4.574999340090178,7.102960587938389,104.18583165457505,200.0,5e+20,20.0,18.384383280831774,31.718112652990385,126.26634771682905,D-D side reactions included as neutron source; reference design uses optimistic transport/direct-conversion assumptions; high-field HTS magnet regime; plant-net includes first-order engineering loads; does not close plant-net power; bremsstrahlung dominates engineering design
50.0,-63.86950777198844,-63.86950777198844,-1.2773901554397689,False,50.0,113.86950777198844,1838.4383280831773,1892.843617766334,95879.13886152807,10.882675218105557,0.9606896619724615,5.764137971834769,14.205921175876774,192.04765048199175,200.0,5e+20,20.0,36.76876656166355,63.43622530598077,252.5326954336581,D-D side reactions included as neutron source; reference design uses optimistic transport/direct-conversion assumptions; high-field HTS magnet regime; plant-net includes first-order engineering loads; does not close plant-net power; bremsstrahlung dominates engineering design
100.0,-124.62148033840629,-124.62148033840629,-1.2462148033840628,False,100.0,224.6214803384063,3676.8766561663547,3782.5852104524984,191601.14932078248,10.882675218105557,1.2103931275354944,7.262358765212967,28.411842351753542,367.7712881368252,200.0,5e+20,20.0,73.5375331233271,126.87245061196154,505.0653908673162,D-D side reactions included as neutron source; reference design uses optimistic transport/direct-conversion assumptions; high-field HTS magnet regime; plant-net includes first-order engineering loads; does not close plant-net power; bremsstrahlung dominates engineering design
250.0,-306.8773980376599,-306.8773980376599,-1.2275095921506396,False,250.0,556.8773980376599,9192.191640415886,9451.809988510991,478767.1806985457,10.882675218105557,1.6427562141938759,9.856537285163256,71.02960587938388,894.9422011013254,200.0,5e+20,20.0,183.84383280831773,317.18112652990385,1262.6634771682893,D-D side reactions included as neutron source; reference design uses optimistic transport/direct-conversion assumptions; high-field HTS magnet regime; plant-net includes first-order engineering loads; does not close plant-net power; bremsstrahlung dominates engineering design
