p,z,is_prime,inv_alpha_0_pred,inv_alpha_0_frac_err,inv_alpha_0_ppm,inv_alpha_0_status,inv_alpha_MZ_pred,inv_alpha_MZ_frac_err,inv_alpha_MZ_status,v_EW_GeV_pred,v_EW_GeV_frac_err,v_EW_GeV_status,sin2_theta_W_pred,sin2_theta_W_frac_err,sin2_theta_W_status,m_e_MeV_pred,m_mu_MeV_pred,m_tau_MeV_pred,m_e_frac_err,m_mu_frac_err,m_e_status,m_mu_status,Omega_Lambda_pred,Omega_Lambda_frac_err,Omega_Lambda_status,M_GUT_GeV,alpha_GUT,composite_score,n_observables_scored,runtime_s
104479,6,True,136.97633189010548,0.00043541255066807287,435.41255066807287,ok,127.89233189010548,0.0004663319830445548,ok [non-independent of inv_alpha_0],243.25758144027193,0.012031591908569833,ok,0.23122,0.0,ok [CIRCULAR: returns hardcoded exp value],0.5104452743464521,107.19350761275493,1776.8599999999997,0.0010835162255182769,0.014529204196925426,ok [NON-INDEPENDENT: no p/z parameters],ok [NON-INDEPENDENT: no p/z parameters],1.0532592229639985e-104,1.0,"ok [NON-INDEPENDENT: uses cosmological p_cosmo, not substrate p]",6.790996604301064e+17,0.011117034495368428,0.008513189412424769,2,8.531599996786099e-05
104491,6,True,136.97898646417303,0.00041604118777589176,416.04118777589173,ok,127.89498646417303,0.00044558534315187033,ok [non-independent of inv_alpha_0],243.2686901896672,0.011986474739390738,ok,0.23121999999999998,1.2003968348598266e-16,ok [CIRCULAR: returns hardcoded exp value],0.5104452743464521,107.19350761275493,1776.8599999999997,0.0010835162255182769,0.014529204196925426,ok [NON-INDEPENDENT: no p/z parameters],ok [NON-INDEPENDENT: no p/z parameters],1.0532592229639985e-104,1.0,"ok [NON-INDEPENDENT: uses cosmological p_cosmo, not substrate p]",6.790801622271482e+17,0.011116608910003501,0.008480821509381573,2,5.09520000377961e-05
104513,6,True,136.98385246010758,0.00038053229984076864,380.53229984076864,ok,127.89985246010758,0.0004075554887177748,ok [non-independent of inv_alpha_0],243.28905420000854,0.011903768174768348,ok,0.23122000000000004,1.2003968348598266e-16,ok [CIRCULAR: returns hardcoded exp value],0.5104452743464521,107.19350761275493,1776.8599999999997,0.0010835162255182769,0.014529204196925426,ok [NON-INDEPENDENT: no p/z parameters],ok [NON-INDEPENDENT: no p/z parameters],1.0532592229639985e-104,1.0,"ok [NON-INDEPENDENT: uses cosmological p_cosmo, not substrate p]",6.790444227903744e+17,0.011115828839395455,0.008421534942926077,2,4.194599995344106e-05
104527,6,True,136.9869485158344,0.00035793928962805314,357.93928962805313,ok,127.9029485158344,0.00038335847947357004,ok [non-independent of inv_alpha_0],243.30201174806348,0.011851142279004634,ok,0.23122,0.0,ok [CIRCULAR: returns hardcoded exp value],0.5104452743464521,107.19350761275493,1776.8599999999997,0.0010835162255182769,0.014529204196925426,ok [NON-INDEPENDENT: no p/z parameters],ok [NON-INDEPENDENT: no p/z parameters],1.0532592229639985e-104,1.0,"ok [NON-INDEPENDENT: uses cosmological p_cosmo, not substrate p]",6.790216844083333e+17,0.01111533254481102,0.008383844400162451,2,3.5737999951379607e-05
104537,6,True,136.9891597523039,0.00034180311749611197,341.80311749611195,ok,127.90515975230389,0.00036607671389357165,ok [non-independent of inv_alpha_0],243.31126648843883,0.011813554997811577,ok,0.23122,0.0,ok [CIRCULAR: returns hardcoded exp value],0.5104452743464521,107.19350761275493,1776.8599999999997,0.0010835162255182769,0.014529204196925426,ok [NON-INDEPENDENT: no p/z parameters],ok [NON-INDEPENDENT: no p/z parameters],1.0532592229639985e-104,1.0,"ok [NON-INDEPENDENT: uses cosmological p_cosmo, not substrate p]",6.790054450374898e+17,0.011114978102938947,0.008356940560320174,2,3.469699998959186e-05
104543,6,True,136.99048640143974,0.00033212209101609415,332.12209101609415,ok,127.90648640143974,0.0003557083793943227,ok [non-independent of inv_alpha_0],243.31681907226715,0.0117910036866739,ok,0.23122,0.0,ok [CIRCULAR: returns hardcoded exp value],0.5104452743464521,107.19350761275493,1776.8599999999997,0.0010835162255182769,0.014529204196925426,ok [NON-INDEPENDENT: no p/z parameters],ok [NON-INDEPENDENT: no p/z parameters],1.0532592229639985e-104,1.0,"ok [NON-INDEPENDENT: uses cosmological p_cosmo, not substrate p]",6.789957023470287e+17,0.011114765459514727,0.008340805507338558,2,2.9081999969093886e-05
104549,6,True,136.99181298102548,0.0003224415720677608,322.44157206776083,ok,127.90781298102547,0.000345340588459156,ok [non-independent of inv_alpha_0],243.32237146081974,0.01176845316863074,ok,0.23122,0.0,ok [CIRCULAR: returns hardcoded exp value],0.5104452743464521,107.19350761275493,1776.8599999999997,0.0010835162255182769,0.014529204196925426,ok [NON-INDEPENDENT: no p/z parameters],ok [NON-INDEPENDENT: no p/z parameters],1.0532592229639985e-104,1.0,"ok [NON-INDEPENDENT: uses cosmological p_cosmo, not substrate p]",6.789859603554912e+17,0.011114552832362111,0.008324675926114253,2,4.378200003429811e-05
104551,6,True,136.99225515876645,0.0003192148451935485,319.2148451935485,ok,127.90825515876645,0.00034188477892918475,ok [non-independent of inv_alpha_0],243.32422221361244,0.011760936505513585,ok,0.23122,0.0,ok [CIRCULAR: returns hardcoded exp value],0.5104452743464521,107.19350761275493,1776.8599999999997,0.0010835162255182769,0.014529204196925426,ok [NON-INDEPENDENT: no p/z parameters],ok [NON-INDEPENDENT: no p/z parameters],1.0532592229639985e-104,1.0,"ok [NON-INDEPENDENT: uses cosmological p_cosmo, not substrate p]",6.789827131802794e+17,0.01111448196026011,0.008319300619767087,2,3.252899995231928e-05
104561,6,True,136.99446593157717,0.00030308205654318906,303.0820565431891,ok,127.91046593157716,0.0003246066370422817,ok [non-independent of inv_alpha_0],243.33347565217005,0.011723354511534187,ok,0.23122,0.0,ok [CIRCULAR: returns hardcoded exp value],0.5104452743464521,107.19350761275493,1776.8599999999997,0.0010835162255182769,0.014529204196925426,ok [NON-INDEPENDENT: no p/z parameters],ok [NON-INDEPENDENT: no p/z parameters],1.0532592229639985e-104,1.0,"ok [NON-INDEPENDENT: uses cosmological p_cosmo, not substrate p]",6.789664784688255e+17,0.01111412762686298,0.0082924332899369,2,3.057700001818375e-05
104579,6,True,136.9984448359691,0.00027404658835571133,274.0465883557113,ok,127.9144448359691,0.0002935097851607737,ok [non-independent of inv_alpha_0],243.35013047507843,0.011655712472266952,ok,0.23122000000000004,1.2003968348598266e-16,ok [CIRCULAR: returns hardcoded exp value],0.5104452743464521,107.19350761275493,1776.8599999999997,0.0010835162255182769,0.014529204196925426,ok [NON-INDEPENDENT: no p/z parameters],ok [NON-INDEPENDENT: no p/z parameters],1.0532592229639985e-104,1.0,"ok [NON-INDEPENDENT: uses cosmological p_cosmo, not substrate p]",6.789372608784974e+17,0.011113489940596855,0.008244111073025058,2,2.7203999991343153e-05
