p,M_gut_GeV,inv_alpha_gut_BPR,inv_a3_SM_at_gut,ratio_BPR_SM,alpha_s_BPR,alpha_s_exp,alpha_s_err_pct,sin2_tw_BPR,sin2_tw_exp,sin2_tw_err_pct,SM_spread_at_gut,is_baseline
105509,6.77436181537783e+17,90.24667569686824,49.195064429196854,1.8344660535358015,0.020188408127208127,0.1179,82.87666825512457,0.27417248589261267,0.23122,18.576457872421358,14.021262851938488,0
105517,6.774233408496878e+17,90.24895656124622,49.19504331171177,1.8345132047024912,0.02018746994786469,0.1179,82.87746399672207,0.27417487472379176,0.23122,18.577491014528047,14.021229365640707,0
105527,6.774072917007722e+17,90.25180747960385,49.1950169171068,1.8345721403384698,0.020186297413275545,0.1179,82.87845851291303,0.27417786043559433,0.23122,18.578782300663576,14.021187511338539,0
105529,6.77404082099117e+17,90.25237764166233,49.19501163848595,1.8345839270227273,0.020186062931631495,0.1179,82.8786573947146,0.2741784575343383,0.23122,18.57904053902702,14.021179140954054,0
105533,6.773976631239089e+17,90.25351794416812,49.19500108154437,1.8346074999483426,0.020185593993613207,0.1179,82.87905513688447,0.27417965168821473,0.23122,18.57955699689245,14.021162400660977,0
105541,6.773848260858103e+17,90.25579846274118,49.19497996886157,1.834654644028099,0.020184656218642242,0.1179,82.87985053550277,0.27418203982153855,0.23122,18.580589837184732,14.021128921978246,0
105557,6.773591556581573e+17,90.2603591541843,49.19493774829657,1.8347489251027596,0.02018278107285264,0.1179,82.88144098994688,0.2741868153906115,0.23122,18.582655216076247,14.02106197222517,0
105563,6.77349530501707e+17,90.26206929465884,49.19492191723459,1.8347842780707229,0.02018207803206838,0.1179,82.88203729256287,0.2741886059892741,0.23122,18.58342962947585,14.021036868684035,0
105601,6.772885870537376e+17,90.2728986797953,49.19482167473274,1.8350081493670896,0.020177627198642297,0.1179,82.88581238452731,0.2741999434120729,0.23122,18.58833293489874,14.020877912716813,0
105607,6.77278966909939e+17,90.27460834521582,49.19480585026678,1.8350434925992551,0.0201769247129466,0.1179,82.88640821633028,0.27420173305236073,0.23122,18.589106933812268,14.020852819635088,0
105613,6.772693474493194e+17,90.2763179458818,49.194790026699856,1.8350788345043338,0.020176222302889648,0.1179,82.88700398397825,0.27420352256203123,0.23122,18.58988087623528,14.020827727978961,0
105619,6.772597286717917e+17,90.27802748179936,49.194774204031866,1.8351141750824504,0.020175519968458212,0.1179,82.88759968748244,0.2742053119411014,0.23122,18.590654762175166,14.02080263774829,0
105649,6.772116450274787e+17,90.28657419037573,49.19469510417227,1.8352908580729959,0.020172009430220888,0.1179,82.89057724323928,0.2742142568780368,0.23122,18.594523344882273,14.020677207970934,0
105653,6.772052351644375e+17,90.28771362926942,49.19468455922143,1.835314413299662,0.020171541501190368,0.1179,82.89097412960953,0.27421544928975017,0.23122,18.595039049282136,14.020660486691739,0
105667,6.771828030324092e+17,90.29170143893288,49.19464765503714,1.8353968519517943,0.02016990401393875,0.1179,82.89236300768553,0.27421962227407165,0.23122,18.59684381717483,14.020601967199504,0
105673,6.771731903987826e+17,90.29341039239057,49.19463184045492,1.8354321805928897,0.020169202359542174,0.1179,82.8929581344002,0.2742214104784964,0.23122,18.59761719509402,14.020576889790561,0
105683,6.771571708587387e+17,90.2962585044072,49.194605484813195,1.8354910587154205,0.0201680331033045,0.1179,82.89394986997073,0.2742243905293639,0.23122,18.59890603294002,14.020535097272969,0
105691,6.771443565908718e+17,90.29853686466528,49.194584402095316,1.8355381585624138,0.02016709784926013,0.1179,82.89474313039852,0.27422677430924625,0.23122,18.59993699041875,14.020501666106043,0
105701,6.771283404609094e+17,90.3013846533176,49.19455805094196,1.835597030057851,0.02016592897033561,0.1179,82.89573454594095,0.27422975370814984,0.23122,18.601225546297822,14.020459880705722,0
105727,6.770867073855712e+17,90.30878806332272,49.19448954960867,1.8357500787207803,0.020162890865593877,0.1179,82.8983113947465,0.2742374984508975,0.23122,18.604575058774113,14.020351257162936,0
105733,6.77077101570221e+17,90.3104963701843,49.19447374400096,1.8357853941103954,0.02016218996553809,0.1179,82.89890588164708,0.27423928535175873,0.23122,18.605347872917015,14.020326193985,0
105751,6.770482882119159e+17,90.31562090303768,49.19442633255878,1.8358913323329742,0.020160087717487802,0.1179,82.90068895887379,0.27424464527282594,0.23122,18.607665977348812,14.02025101298382,0
105761,6.77032283439461e+17,90.3184676144715,49.194399996355564,1.8359501817516324,0.02015892009484651,0.1179,82.90167930886639,0.27424762250033696,0.23122,18.608953594125488,14.020209251290154,0
105767,6.770226814839378e+17,90.32017555520005,49.1943841958289,1.8359854896376187,0.020158219621665936,0.1179,82.9022734337015,0.2742494086632577,0.23122,18.60972608911759,14.020184196169303,0
105769,6.770194809834025e+17,90.32074485442227,49.19437892918586,1.8359972586387734,0.020157986147336864,0.1179,82.90247146112225,0.2742500040219707,0.23122,18.609983574937587,14.020175844778194,0
105817,6.769426916573932e+17,90.33440588329887,49.1942525596203,1.8362796705533704,0.02015238527174327,0.1179,82.907221991736,0.2742642882937348,0.23122,18.61616135876428,14.01997545875281,0
105829,6.76923501128952e+17,90.33782049499104,49.19422097618562,1.8363502603023754,0.02015098580488391,0.1179,82.90840898652765,0.2742678580610486,0.23122,18.61770524221459,14.019925376449237,0
105863,6.768691427329542e+17,90.34749382658266,49.19413150923178,1.8365502358676264,0.020147022280890284,0.1179,82.91177075412189,0.27427796957841893,0.23122,18.622078357589707,14.019783507422446,0
105871,6.768563556935648e+17,90.34976960359226,49.194110462359724,1.8365972827727477,0.020146090037457858,0.1179,82.91256146101964,0.2742803481526596,0.23122,18.623107063688092,14.019750133096757,0
105883,6.768371773989242e+17,90.35318305415906,49.19407889503341,1.836667848725206,0.020144691922498556,0.1179,82.91374730916154,0.27428391558110427,0.23122,18.624649935604296,14.019700076336449,0
105899,6.768116105652863e+17,90.35773392042168,49.1940368108297,1.8367619284402799,0.02014282823607676,0.1179,82.91532804404007,0.2742886713444611,0.23122,18.626706748750586,14.019633342813428,0
105907,6.767988289590982e+17,90.36000918165983,49.19401577111218,1.8368089647749646,0.020141896592877788,0.1179,82.91611824183394,0.2742910488799846,0.23122,18.627735005615694,14.019599979832783,0
105913,6.7678924354644e+17,90.36171555239702,49.19399999236699,1.836844240484971,0.02014119794795836,0.1179,82.91671081598103,0.2742928318802169,0.23122,18.628506132781293,14.01957495925113,0
105929,6.767636857640979e+17,90.36626555932465,49.19395792008279,1.8369383025884527,0.020139335261315366,0.1179,82.91829070287076,0.2742975859131581,0.23122,18.63056219754265,14.019508244629037,0
105943,6.767413266626124e+17,90.37024643955934,49.193921112046695,1.837020599226625,0.020137705847622263,0.1179,82.91967273314482,0.27430174493528725,0.23122,18.632360926947168,14.01944987760038,0
105953,6.767253581369472e+17,90.37308971072804,49.19389482357022,1.8370793781391686,0.02013654223038448,0.1179,82.92065968584862,0.2743047152331063,0.23122,18.633645546711477,14.01940819158768,0
105967,6.767030053657188e+17,90.37706998982561,49.193858023871165,1.8371616624573421,0.02013491351568321,0.1179,82.92204112325427,0.2743088730450348,0.23122,18.635443752718107,14.019349837779181,0
105971,6.766966195376698e+17,90.37820714803325,49.19384751056443,1.837185170942859,0.020134448243483618,0.1179,82.92243575616317,0.27431006086167936,0.23122,18.63595746980337,14.0193331666785,0
105977,6.766870413605137e+17,90.37991283169171,49.19383174134837,1.8372204325715422,0.02013375039755134,0.1179,82.9230276526282,0.2743118424786472,0.23122,18.636727998722947,14.019308161207313,0
105983,6.766774638611821e+17,90.38161845097203,49.19381597302507,1.8372556928808261,0.02013305262644799,0.1179,82.92361948562511,0.27431362396603143,0.23122,18.63749847159909,14.01928315715179,0
105997,6.7665511899824e+17,90.38559797896724,49.19377918374201,1.8373379618055175,0.02013142478480177,0.1179,82.92500018252606,0.27431778026608433,0.23122,18.63929602373684,14.019224819860085,0
106013,6.766295865288672e+17,90.39014558191342,49.19373714479653,1.8374319746405856,0.02012956489290935,0.1179,82.92657769897426,0.27432252945977836,0.23122,18.641349995579255,14.019158158103686,0
106019,6.766200130946688e+17,90.3918508150522,49.19372138182771,1.8374672270360743,0.020128867570506057,0.1179,82.92716915139435,0.27432431017000963,0.23122,18.642120132345656,14.019133162538843,0
106031,6.766008682578467e+17,90.39526108832878,49.19368985856613,1.8375377278715797,0.020127473149899787,0.1179,82.92835186607311,0.2743278712020872,0.23122,18.6436602379064,14.019083175652625,0
106033,6.765976777150248e+17,90.3958294421922,49.19368460503606,1.8375494774981378,0.02012724077552279,0.1179,82.92854896054047,0.27432846465709454,0.23122,18.643916900395524,14.019074845054938,0
106087,6.765115614831789e+17,90.4111722957363,49.19354279716838,1.8378666620640394,0.02012096980347815,0.1179,82.93386785116358,0.2743444825083153,0.23122,18.650844437468763,14.018849978293332,0
106103,6.764860560848101e+17,90.41571732650876,49.19350079388438,1.837960622183429,0.020119112898410108,0.1179,82.93544283425776,0.2743492265267575,0.23122,18.65289617107407,14.018783373085853,0
