p,z,inv_alpha_0_pred,inv_alpha_0_frac_err,inv_alpha_0_sigma,v_EW_pred,v_EW_frac_err,v_EW_sigma,n_s_pred,n_s_frac_err,n_s_sigma,delta_cp_pred,delta_cp_frac_err,delta_cp_sigma,score_core,score_all,score_core_sigma
105173,6,137.1293989753099,0.000681571936821129,4447613.871900016,243.89875712835126,0.009427515521276644,116.06214358243676,0.9682222479784404,0.003443100817121344,0.7910114234381869,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.006683658773792021,0.0052013093897398475,3144937.9299906604
105167,6,137.1280795876476,0.0006719438998737166,4384785.887980668,243.89322495057812,0.00944998395508847,116.33875247109415,0.9682216436605895,0.003442474516104791,0.7908675382355983,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.006699018784717917,0.005211076692378116,3100511.836533536
105143,6,137.12280134926434,0.0006334267334463782,4133441.2030637613,243.87109430514943,0.009539865546464837,117.4452847425286,0.9682192259294058,0.0034399688355330202,0.7902918879537646,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.006760557080273466,0.005250252248370016,2922784.305502083
105137,6,137.1214816176976,0.0006237961869071787,4070596.8427435635,243.8655611601195,0.009562337908701514,117.72194199402435,0.9682186213816343,0.003439342296232046,0.790147948008167,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.0067759659076396615,0.005260072442918171,2878346.632184206
105107,6,137.1148819276645,0.0005756359218875656,3756325.8887858065,243.83789253204546,0.009674711509847049,119.10537339772702,0.9682155979526161,0.003436208884460728,0.7894280839562277,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.006853152541470762,0.005309328489468536,2656123.5096422536
105097,6,137.1126816485844,0.0005595797096893626,3651550.6944960225,243.82866858061132,0.00971217374457265,119.56657096943388,0.9682145898872415,0.00343516414886676,0.7891880683908422,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.00687893335831444,0.005325803837245362,2582036.2593087796
105071,6,137.10696002779767,0.0005178270255407479,3379092.5617939224,243.8046837895774,0.00980958577866375,120.76581052112942,0.9682119683186327,0.003432447215911156,0.788563885388732,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.006946082276267049,0.0053687698053815494,2389379.2662274647
105037,6,137.09947595645158,0.00046321311827469546,3022708.2119803787,243.77331357444686,0.009936993036930953,122.33432127765695,0.9682085388081357,0.0034288929507055163,0.7877473352704173,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007034145186479875,0.005425233840621569,2137377.4759900626
105031,6,137.098155008257,0.0004535736935731223,2959805.9170006136,243.7677770082188,0.0099594792940509,122.61114958906063,0.9682079334467503,0.0034282655681938945,0.7876032016072116,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.00704971477806479,0.005435230140839066,2092898.8367029757
105023,6,137.096393636763,0.00044072034477582645,2875931.083952396,243.7603946184159,0.009989462194720623,122.98026907920558,0.9682071262265072,0.003427428983839979,0.7874110063112371,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007070487584390906,0.005448573295521179,2033590.3735472087
105019,6,137.09551290505334,0.0004342933349715123,2833991.4787306413,243.7567032942887,0.010004454169893942,123.16483528556432,0.9682067225856404,0.0034270106597994246,0.7873149013429679,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007080879674811208,0.00545525116346708,2003934.5943278018
104999,6,137.0911087867891,0.00040215493124058085,2624271.5613862057,243.738245381185,0.010079419295000362,124.08773094074945,0.9682047040737823,0.0034249187208854398,0.7868343032815145,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007132896393231389,0.005488702833620302,1855640.2188056498
104987,6,137.08846594797788,0.0003828692046512741,2498422.094184943,243.7271695991584,0.010124402570228242,124.64152004207989,0.9682034927205823,0.0034236633025000306,0.7865458858529237,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007164150899859471,0.005508823187990059,1766651.2072629086
104971,6,137.0849417336101,0.00035715176987980205,2330602.362385597,243.7124006829687,0.010184385171924671,125.37996585156463,0.9682018772957807,0.0034219891136705216,0.7861612609001635,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007205874642153005,0.005535707119155483,1647984.7370769945
104959,6,137.08229825079172,0.00033786134374330477,2204722.2281774534,243.70132309052593,0.01022937579999215,125.93384547370334,0.9682006655117145,0.00342073324874545,0.7858727408844012,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.0072372052459862245,0.005555912178244934,1558974.0407202244
104953,6,137.08097640584757,0.00032821537514385785,2141777.230836591,243.69578400326455,0.0102518722960582,126.21079983677248,0.9682000595504073,0.0034201052444889136,0.785728464382703,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007252882561684232,0.005566028112934188,1514465.2063450026
104947,6,137.0796544918701,0.0003185689027839395,2078828.9461948005,243.69024472195275,0.010274369580242252,126.48776390236236,0.9681994535429093,0.0034194771923611576,0.7855841768831622,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.00726856782376103,0.005576152923648488,1469954.0475022576
104933,6,137.07656975741747,0.0002960585079006006,1931936.829403672,243.67731897748445,0.01032686630864898,127.1340511257776,0.9681980393457479,0.0034180115511948444,0.7852474632733107,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.0073051974099544266,0.005599811746529051,1366085.6358532908
104917,6,137.0730438862195,0.0002703289826550625,1764038.2009284666,243.6625454040129,0.010386867825469541,127.87272979935551,0.9681964228123395,0.0034163362134309776,0.7848625743665596,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007347111710823433,0.005626908545799937,1247363.377425836
104911,6,137.07172155788405,0.000260679486578946,1701070.1849547634,243.65700495802372,0.010409369839884166,128.14975209881396,0.9681958165275665,0.003415707873941857,0.7847182208491661,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007362843684956688,0.005637085673547756,1202838.2664690195
104891,6,137.06731329776923,0.00022851085830403117,1491153.0366302507,243.63853540224866,0.01048438225063494,129.07322988756675,0.9681937952443757,0.003413613062882863,0.7842369629465893,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007415338441021819,0.005671071053121804,1054404.4279382357
104879,6,137.0646679731256,0.00020920699171929672,1365185.1964577115,243.62745263290645,0.010529393904205769,129.62736835467723,0.9681925822277844,0.003412355920597358,0.783948149472474,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007446875302947869,0.0056915073027602615,965331.7143424158
104869,6,137.06246332470636,0.00019311889491270434,1260201.9383981163,243.6182163981893,0.010566906026361364,130.08918009053474,0.9681915712392557,0.0034113081555142703,0.7837074379180285,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.00747317863688285,0.005708563002953335,891097.3410535923
104851,6,137.0584944735571,0.00016415678878149554,1071209.0265282574,243.60158981553963,0.01063443337040197,130.92050922301866,0.9681897511359437,0.003409421842619716,0.7832740799866105,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007520575794472856,0.005739321015745293,757459.1723835011
104849,6,137.0580534516768,0.00016093849663034214,1050207.984610281,243.59974230950175,0.010641936847121475,131.01288452491247,0.9681895488765255,0.0034092122256457144,0.7832259229822738,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007525846166970841,0.005742743118115667,742609.1933525885
104831,6,137.0540839089016,0.00013197134346068265,861182.1381710646,243.5831137832815,0.010709472084796095,131.84431083592472,0.9681877283102449,0.0034073254329411657,0.7827924548202216,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007573315283629807,0.005773582518719144,608947.7368739491
104827,6,137.05320170373076,0.00012553358129072705,819172.3681317767,243.57941831763276,0.010724480880380314,132.02908411836205,0.9681873236833572,0.003406906087011367,0.782696115085064,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007583872652994463,0.005780445548241448,579242.343990105
104803,6,137.04790782684017,8.690229516170538e-05,567082.9923893788,243.5572437089158,0.010814541024629223,133.13781455421037,0.9681848954896417,0.0034043895633140493,0.7821179737242205,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007647282183308421,0.005821697838827654,400988.24046533456
104801,6,137.04746662044582,8.368265654626583e-05,546073.1640867033,243.55539568440156,0.010822046607093001,133.23021577992193,0.9681846931066993,0.003404179818322439,0.7820697873093623,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007652571317965608,0.005825141217471071,386132.04884207295
104789,6,137.04481922054677,6.436364609103475e-05,420006.5022273304,243.54430708345242,0.010867081945201753,133.78464582737877,0.9681834787008926,0.0034029212362862763,0.7817806430696734,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007684322113324898,0.005845819674100116,296989.4609338587
104779,6,137.0426128424022,4.826292686899037e-05,314940.87629572017,243.5350659882428,0.010904613807802806,134.24670058786035,0.968182466554401,0.0034018722711172235,0.7815396558097641,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007710801891095166,0.005863075378625488,222696.84953327553
104773,6,137.04128892318178,3.860182154429563e-05,251897.1038945156,243.5295210716971,0.010927133978973661,134.52394641514474,0.968181859204681,0.0034012428279418055,0.7813950487335829,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007726698748335776,0.005873439045717609,178118.1757249054
104761,6,137.038640876955,1.9278094607607316e-05,125799.66452330198,243.51843065482745,0.010972176692277411,135.0784672586272,0.9681806443661061,0.0033999837973946413,0.7811058014538308,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.0077585125188881195,0.00589418925424399,88953.84713537588
104759,6,137.03819950897872,1.6057276872010852e-05,104782.14184401969,243.51658217633312,0.010979684118539852,135.1708911833441,0.9681804418749715,0.0033997739402752227,0.7810575892789435,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007763817398002634,0.005897650571400851,74092.22469527449
104743,6,137.0346682880364,9.71128734404077e-06,63371.236361068186,243.5017935698083,0.011039746690730587,135.91032150958426,0.968178821760313,0.0033980948909866538,0.7806718476935768,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.0078062827678927575,0.005925371195505314,44810.33401764521
104729,6,137.03157806548276,3.226173083559348e-05,210524.69129688776,243.4888524034982,0.011092306053536612,136.55737982508924,0.9681774038892815,0.0033966254423065077,0.7803342593527499,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007843478004195634,0.005949670239292115,148863.46814038674
104723,6,137.03025356886906,4.192704960262246e-05,273595.95861618064,243.48330586484812,0.011114832812736085,136.83470675759395,0.9681767961529031,0.003395995598407198,0.7801895602150252,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007859429570031247,0.005960096422506771,193461.58183841538
104717,6,137.02892900293284,5.15928742404508e-05,336670.52700739726,243.4777591314618,0.01113736036283894,137.1120434269102,0.9681761883700967,0.0033953657063910134,0.7800448500230212,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007875387535747314,0.005970529938411922,238062.03241503154
104711,6,137.02760436766656,6.125920480424777e-05,399748.396830546,243.47221220332136,0.011159888703917783,137.38938983393183,0.968175580540856,0.0033947357662513955,0.7799001287752313,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007891351866885832,0.00598097075151725,282664.81886187755
104707,6,137.0267212389686,6.770370627724177e-05,441802.1443519766,243.46851414302213,0.011174908037437516,137.57429284889326,0.9681751752955624,0.0033943157794200716,0.7798036418005779,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007901998273760544,0.005987935330161749,312401.3073601732
104701,6,137.02539648813539,7.737088017370002e-05,504885.5173624491,243.46296689025147,0.011197437696972356,137.85165548742668,0.9681745673889176,0.0033936857590606555,0.7796589021232444,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007917973138078849,0.005998388227000553,357007.98635704693
104693,6,137.02363004581164,9.026123260335045e-05,589001.8184930211,243.45557025019554,0.011227478473740816,138.22148749022318,0.9681737567744668,0.0033928456570285425,0.7794658986825811,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007939282712198391,0.006012336622441183,416487.1914556709
104683,6,137.021421819504,0.00010637543852289399,694155.4521896857,243.4463239630557,0.011265031422891295,138.68380184721474,0.9681727433902542,0.0033917954091140894,0.7792246167271869,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007965935246179485,0.006029790000806091,490842.03723696276
104681,6,137.02098015111926,0.00010959844844513796,715187.2800350356,243.44447464067844,0.011272542276507038,138.77626796607814,0.9681725406979227,0.0033915853434788165,0.7791763566482643,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007971267816211549,0.006033283048286982,505713.7850517647
104677,6,137.02009679122438,0.00011604463704368232,757252.0369343411,243.44077593096932,0.011287564247545592,138.96120345153378,0.9681721352977691,0.003391165196154163,0.7790798328021791,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.007981935009765993,0.006040271504932771,535458.0593993448
104659,6,137.01612129007182,0.0001450552705934546,946561.6156273341,243.42413066539504,0.011355167470574927,139.79346673024793,0.9681703107414358,0.0033892742682514253,0.7786454146275715,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008029971024740063,0.006071758279261227,669320.1445202596
104651,6,137.0143542001845,0.00015795034852286968,1030708.7531189263,243.41673220648858,0.011385215634438403,140.16338967557118,0.9681694996932031,0.003388433716657804,0.7784523079055037,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008051337881223815,0.006085772576936934,728821.1554976116
104639,6,137.0117033339699,0.00017729465390476715,1156940.4776234175,243.40563386827645,0.011430290519549776,140.71830658617728,0.968168282965841,0.0033871727286154314,0.7781626109145309,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008083408153607384,0.006106817069358567,818080.463207973
104623,6,137.00816841367333,0.00020309021361317991,1325270.0155554803,243.39083487071213,0.011490395293996722,141.45825646439363,0.9681666603732564,0.003385491111261688,0.7777762793467625,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.00812620543818477,0.00613491900388561,937107.4202408338
104597,6,137.00242311482077,0.0002450156849562097,1598855.6752011804,243.3667835414785,0.011588077566897496,142.66082292607507,0.9681640229545249,0.003382757751606261,0.7771483225059241,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008195839626978665,0.006180687045420349,1130561.694573793
104593,6,137.00153910690227,0.0002514666024115475,1640951.2903678769,243.36308301182834,0.011603106929460084,142.8458494085831,0.9681636171202119,0.003382337154328892,0.7770516952885591,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008206562187317324,0.006187739399803343,1160327.7894123143
104579,6,136.9984448359691,0.00027404658835571133,1788297.5252803136,243.35013047507843,0.011655712472266952,143.49347624607844,0.9681621965371352,0.0033808648949478913,0.7767134612226715,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008244111073025058,0.006212445718716334,1264517.3109756291
104561,6,136.99446593157717,0.00030308205654318906,1977769.162991871,243.33347565217005,0.011723354511534187,144.32621739149738,0.9681603697005501,0.003378971603845065,0.776278500130977,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.0082924332899369,0.006244263244391738,1398493.9904968527
104551,6,136.99225515876645,0.0003192148451935485,2083044.0587401101,243.32422221361244,0.011760936505513585,144.78888931937774,0.9681593546101402,0.003377919587667389,0.7760368119381581,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008319300619767087,0.006261964774937035,1472934.5830036534
104549,6,136.99181298102548,0.0003224415720677608,2104100.1416438664,243.32237146081974,0.01176845316863074,144.88142695901303,0.9681591515765238,0.003377709168332251,0.7759884706009021,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008324675926114253,0.006265507218111635,1487823.4819790227
104543,6,136.99048640143974,0.00033212209101609415,2167270.598107507,243.31681907226715,0.0117910036866739,145.1590463866424,0.9681585424446011,0.0033770778781232347,0.7758434391907403,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008340805507338558,0.006276138801897938,1532491.740025443
104537,6,136.9891597523039,0.00034180311749611197,2230444.3664812166,243.31126648843883,0.011813554997811577,145.43667557805833,0.9681579332660636,0.003376446539603696,0.7756983966818111,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008356940560320174,0.006286776744039798,1577162.339951031
104527,6,136.9869485158344,0.00035793928962805314,2335741.3412189283,243.30201174806348,0.011851142279004634,145.89941259682604,0.968156917864896,0.0033753942013638864,0.775456634499051,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008383844400162451,0.006304520697329404,1651618.5446957534
104513,6,136.98385246010758,0.00038053229984076864,2483172.5663053324,243.28905420000854,0.011903768174768348,146.54728999957314,0.9681554960856418,0.003373920702292254,0.775118115628999,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008421534942926077,0.0063293915094690175,1755868.1635486644
104491,6,136.97898646417303,0.00041604118777589176,2714886.6584268273,243.2686901896672,0.011986474739390738,147.5654905166394,0.9681532613479636,0.003371604671949078,0.7745860352294441,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008480821509381573,0.006368542416386087,1919714.7691622782
104479,6,136.97633189010548,0.00043541255066807287,2841294.947357721,243.25758144027193,0.012031591908569833,148.12092798640322,0.968152042135702,0.003370341108614438,0.7742957465957313,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008513189412424769,0.006389932162343482,2009098.9273577752
104473,6,136.97500449862858,0.0004450989942725173,2904504.065305619,243.25202677238124,0.012054151683936141,148.39866138093782,0.9681514324595523,0.003369709254381059,0.7741505856076867,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008529381159675152,0.006400636128902582,2053794.523242166
104471,6,136.974562019328,0.0004483279217334155,2925574.5081900926,243.25017517297715,0.012061671785487968,148.49124135114238,0.9681512292237943,0.0033694986255511277,0.774102196141496,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008534779557382906,0.0064042054581185375,2068693.576272396
104459,6,136.97190698101807,0.0004677026723659963,3052004.9039014773,243.2390651203813,0.012106794247496958,149.04674398093505,0.9681500097002957,0.003368234739657751,0.7738118334037534,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008567181938682163,0.006425635436043444,2158093.3663367764
104417,6,136.9626121523474,0.0005355303142470049,3494615.792981276,243.20017377620766,0.012264747883162765,150.9913111896168,0.968145739896602,0.003363809614055384,0.7727952134766762,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008680749776229672,0.006500826745499034,2471066.5271651964
104399,6,136.95862760884717,0.0005646069329957838,3684355.9596585846,243.18350312281666,0.012332454216486634,151.82484385916695,0.9681439092796675,0.0033619124050860774,0.7723593523017991,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008729496205123347,0.006533138756282185,2605233.0855916245
104393,6,136.95729928822465,0.0005743001569033601,3747609.3226357102,243.1779458469592,0.012355024583871312,152.10270765203973,0.9681432989805013,0.003361279905172922,0.7722140429765125,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008745754774125664,0.006543920857646256,2649959.967456237
104383,6,136.95508526553755,0.0005904566610475132,3853038.97440232,243.1686832855721,0.012392643629387995,152.56583572139562,0.9681422817112854,0.0033602256309310575,0.771971836020328,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008772863135646944,0.006561903620705277,2724509.9891117685
104381,6,136.95464243775018,0.0005936881315394072,3874126.0118959937,243.166830708045,0.01240016770349682,152.65846459774934,0.9681420782418493,0.0033600147599225825,0.7719233909165001,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008778286412289598,0.006565502054005882,2739420.776309635
104369,6,136.95198530825212,0.0006130781423090045,4000655.9879941507,243.1557147860778,0.012445314003420535,153.21426069611022,0.9681408573160624,0.0033587494207300075,0.7716326943005678,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008810837231850114,0.0065871057405531746,2828890.980379773
104347,6,136.94711317928338,0.0006486317851569369,4232662.1293628225,243.13533356156145,0.0125280904818396,154.2333219219273,0.9681386184659224,0.0033564291283267058,0.7710996347434377,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008870562956032606,0.006626770250897183,2992944.0961309434
104327,6,136.94268315681586,0.0006809592209922561,4443615.580196961,243.1168028905597,0.012603351106491299,155.15985547201439,0.9681365826013967,0.0033543192055101026,0.770614905094452,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008924913573087133,0.006662892895206099,3142110.7116589444
104323,6,136.94179705923185,0.0006874253874736045,4485810.703245295,243.1130964951459,0.012618404292316232,155.34517524270512,0.9681361753660453,0.0033538971562290065,0.7705179442965163,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008935789851705555,0.006670124656023994,3171947.16928594
104311,6,136.93913858025792,0.000706825245844381,4612404.940098984,243.10197678638085,0.012663565971972844,155.90116068095767,0.9681349535350655,0.0033526308789154653,0.7702270321584601,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.008968430884348485,0.006691834275635433,3261462.812585381
104309,6,136.93869547326855,0.0007100587537716953,4633505.272925915,243.10012342537826,0.012671093228095776,155.9938287310871,0.9681347498783481,0.0033524198138129894,0.7701785424638461,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.00897387282696001,0.006695454627250793,3276383.0010063183
104297,6,136.93603666834488,0.0007294609907126581,4760115.031195884,243.08900280205125,0.012716258622162068,156.54985989743722,0.9681335278286974,0.0033511533098740365,0.7698875782612995,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.009006535035258638,0.00671718914826563,3365909.6196069233
104287,6,136.93382078410755,0.0007456310792451744,4865633.328211603,243.0797350170113,0.012753898883066756,157.01324914943484,0.9681325093107718,0.003350097741498385,0.7696450739932837,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.00903376727688476,0.006735317407679615,3440522.322937077
104281,6,136.9324911603998,0.0007553338122251857,4928948.742866894,243.07417408459656,0.01277648410122425,157.29129577017176,0.9681318981375087,0.003349464335691452,0.7694995565496863,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.009050112572690096,0.006746201366660788,3485293.0819767285
104243,6,136.9240685870867,0.0008167962992313975,5330023.662537542,243.0389502921513,0.012919542311139226,159.05248539243502,0.9681280262843954,0.003345451636848841,0.7685776867608206,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.009153735022485489,0.006815253505989291,3768895.8773431117
104239,6,136.92318183728142,0.0008232672252013378,5372249.843741797,243.0352420668518,0.012934602928877447,159.23789665741026,0.968127618611438,0.0033450291340429627,0.7684806217709654,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.00916465279898305,0.006822534111031615,3798754.2964069466
104233,6,136.92185165429197,0.0008329740394570093,5435591.890858404,243.02967956540738,0.012957194519505407,159.51602172963106,0.9681270070628911,0.0033443953393005915,0.7683350149740812,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.00918103304554314,0.006833459240706599,3843543.8874436575
104231,6,136.92140824441924,0.0008362097576310226,5456706.646702698,243.02782535465778,0.012964725226798068,159.608732267111,0.968126803202945,0.003344184063576531,0.7682864768916654,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.009186494080037595,0.006837102073275611,3858474.2744797687
104161,6,136.90588400053542,0.0009494956386227846,6195956.355455901,242.9629142384653,0.013228355785617377,162.85428807673554,0.9681196648172938,0.0033367860061082545,0.7665868612604416,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.009377924577395589,0.006964948395978038,4381202.756392123
103919,6,136.85214094919047,0.0013416776324360225,8755149.276644098,242.7383010660675,0.014140601632412096,174.0849466966253,0.9680949370322453,0.003311158702710406,0.7606992933917311,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.010043821817315227,0.0074117715557051106,6190825.425039347
103591,6,136.7791163607315,0.0018745638006479322,12232510.631832838,242.433354484282,0.01537911427064411,189.33227578589964,0.9680612988619904,0.0032762968825686164,0.7526902052358234,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.010955161915559005,0.008027798756201876,8649691.219741607
103357,6,136.72689035797515,0.0022556753560454505,14719463.144040274,242.21543934874194,0.016264156653635207,200.22803256290302,0.9680372139813133,0.0032513358703630227,0.7469557098364954,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.011610574123742915,0.008473473209568705,10408232.205539307
103067,6,136.66201575747047,0.0027290881887195397,17808729.834739335,241.94495368827083,0.017362709413244946,213.7523155864585,0.9680072641172831,0.003220296525321926,0.7398247898293158,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.012428024792994926,0.009031872110018796,12592673.631370444
102797,6,136.60146521933916,0.003170946813723567,20692088.793373115,241.6927026905791,0.018387203758512313,226.3648654710451,0.9679792785826906,0.003191292965789861,0.7331615673072944,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.013193637969728307,0.0095570060894006,14631516.303583821
102563,6,136.54887047424162,0.003554749211991902,23196600.464684382,241.47375657763388,0.019276433361896356,237.31217111830603,0.9679549450587406,0.003166074265458181,0.7273678711287141,1.1928318537856692,0.0026489516842229956,0.07040324920734894,0.013860323320828196,0.01001571385867643,16402473.489911709
