p,best_z,best_score_core,mean_score_core,min_score_core,n_s_pred,n_s_sigma
100379,6,0.02018999498558854,0.12340445222174988,0.02018999498558854,0.9677242033349677,0.6724293654684976
100411,6,0.020096096704833488,0.12342394552122092,0.020096096704833488,0.9677276323591112,0.6732457997883833
100469,6,0.019925983068117097,0.12345930894301348,0.019925983068117097,0.9677338437531076,0.6747247031208522
100511,6,0.01980285965369235,0.12348494229338294,0.01980285965369235,0.9677383386752774,0.6757949226850918
100547,6,0.019697367227655627,0.12350693052406463,0.019697367227655627,0.9677421894729058,0.6767117792632906
100613,6,0.019504065655793764,0.12354728212198586,0.019504065655793764,0.9677492444962601,0.6783915467285994
100693,6,0.019269937877441915,0.12359626141443093,0.019269937877441915,0.9677577877714398,0.6804256598666326
100747,6,0.019112012481513792,0.12362936416234485,0.019112012481513792,0.9677635493677276,0.6817974685065694
100823,6,0.018889900119869987,0.12367600940858693,0.018889900119869987,0.9677716513090795,0.6837265021617893
100931,6,0.018574578476824293,0.12374240609425104,0.018574578476824293,0.9677831505969665,0.6864644278491745
101009,6,0.018347077098763653,0.12379043924941872,0.018347077098763653,0.9677914454398758,0.688439390446631
101107,6,0.018061521137531098,0.12385088213424501,0.018061521137531098,0.9678018550676637,0.6909178732532659
101161,6,0.017904308657279894,0.12388423134105192,0.017904308657279894,0.9678075852380267,0.6922821995301667
