p,inv_alpha_pred,inv_alpha_err_ppm,v_EW_pred,v_EW_err_pct,core_score_pct,n_s_pred,n_s_sigma,dist_from_lo,dist_from_hi,is_baseline,curvature,robustness,classification
105407,137.18080154,1056.675,244.114361,0.855186,0.609306,0.96824578,0.7966,0.21973,0.78027,0,3.62e-10,0.00611072,robust-interior
105401,137.17948482,1047.066,244.108837,0.85743,0.610798,0.96824518,0.7965,0.21884,0.78116,0,3.56e-10,0.00612406,robust-interior
109121,137.98299395,6910.555,247.497822,0.518976,0.611103,0.9686102,0.8834,0.77415,0.22585,0,3.1e-10,0.00608408,robust-interior
105397,137.17860698,1040.66,244.105154,0.858926,0.611794,0.96824478,0.7964,0.21824,0.78176,0,3.54e-10,0.00615035,robust-interior
105389,137.1768512,1027.848,244.097787,0.861917,0.613786,0.96824397,0.7962,0.21705,0.78295,0,3.51e-10,0.00615035,robust-interior
109133,137.98554517,6929.173,247.508638,0.523369,0.614023,0.96861136,0.8837,0.77594,0.22406,0,3.06e-10,0.00612261,robust-interior
109139,137.98682068,6938.48,247.514046,0.525565,0.615485,0.96861193,0.8838,0.77683,0.22317,0,3.03e-10,0.00612261,robust-interior
109141,137.98724583,6941.583,247.515849,0.526297,0.615973,0.96861212,0.8838,0.77713,0.22287,0,3.02e-10,0.00612261,robust-interior
105379,137.1746563,1011.831,244.088578,0.865658,0.61628,0.96824297,0.7959,0.21555,0.78445,0,3.47e-10,0.00615035,robust-interior
109147,137.98852126,6950.89,247.521257,0.528494,0.617436,0.9686127,0.884,0.77803,0.22197,0,2.99e-10,0.00613481,robust-interior
105373,137.17333926,1002.22,244.083052,0.867902,0.617777,0.96824237,0.7958,0.21466,0.78534,0,3.45e-10,0.00616403,robust-interior
105367,137.17202217,992.608,244.077527,0.870146,0.619276,0.96824176,0.7957,0.21376,0.78624,0,3.42e-10,0.0061774,robust-interior
109159,137.99107192,6969.503,247.532072,0.532886,0.620366,0.96861385,0.8842,0.77982,0.22018,0,2.96e-10,0.00617587,robust-interior
105361,137.170705,982.997,244.072001,0.87239,0.620777,0.96824116,0.7955,0.21287,0.78713,0,3.4e-10,0.00618939,robust-interior
105359,137.17026593,979.792,244.070159,0.873138,0.621277,0.96824096,0.7955,0.21257,0.78743,0,3.37e-10,0.00618939,robust-interior
109169,137.99319727,6985.013,247.541084,0.536546,0.622811,0.96861481,0.8845,0.78131,0.21869,0,2.93e-10,0.00624685,robust-interior
109171,137.99362232,6988.114,247.542887,0.537278,0.6233,0.968615,0.8845,0.78161,0.21839,0,2.88e-10,0.00624685,robust-interior
105341,137.16631394,950.953,244.05358,0.879872,0.625787,0.96823915,0.795,0.20988,0.79012,0,3.34e-10,0.00621595,robust-interior
105337,137.16543564,944.544,244.049895,0.881368,0.62679,0.96823875,0.7949,0.20928,0.79072,0,3.31e-10,0.00624192,robust-interior
105331,137.16411813,934.93,244.044368,0.883613,0.628296,0.96823815,0.7948,0.20839,0.79161,0,3.28e-10,0.006254,robust-interior
109199,137.99957227,7031.533,247.568117,0.547526,0.630162,0.96861768,0.8852,0.78579,0.21421,0,2.84e-10,0.00633142,robust-interior
105323,137.16236134,922.11,244.036999,0.886606,0.630307,0.96823734,0.7946,0.2072,0.7928,0,3.26e-10,0.00627949,robust-interior
109201,137.99999721,7034.634,247.569919,0.548257,0.630653,0.96861787,0.8852,0.78609,0.21391,0,2.79e-10,0.00633142,robust-interior
105319,137.1614829,915.7,244.033314,0.888103,0.631313,0.96823694,0.7945,0.2066,0.7934,0,3.2e-10,0.00627949,robust-interior
109211,138.00212182,7050.138,247.578929,0.551917,0.63311,0.96861883,0.8854,0.78758,0.21242,0,2.76e-10,0.00634599,robust-interior
109229,138.00594566,7078.042,247.595146,0.558503,0.637539,0.96862055,0.8858,0.79027,0.20973,0,2.7e-10,0.00637478,robust-interior
105277,137.15225744,848.378,243.994617,0.903819,0.641906,0.96823272,0.7935,0.20033,0.79967,0,3.13e-10,0.00637947,robust-interior
109253,138.01104323,7115.241,247.616766,0.567284,0.643458,0.96862285,0.8864,0.79385,0.20615,0,2.64e-10,0.00645731,robust-interior
105269,137.15049983,835.552,243.987246,0.906813,0.64393,0.96823191,0.7933,0.19913,0.80087,0,3.07e-10,0.00639614,mid-range
105263,137.14918154,825.932,243.981717,0.909058,0.645449,0.96823131,0.7932,0.19824,0.80176,0,3.04e-10,0.00640982,mid-range
109267,138.01401633,7136.937,247.629376,0.572405,0.646918,0.96862419,0.8867,0.79594,0.20406,0,2.58e-10,0.00647083,robust-interior
105253,137.14698424,809.898,243.972501,0.912801,0.647984,0.9682303,0.7929,0.19675,0.80325,0,3.02e-10,0.00640982,mid-range
105251,137.14654476,806.691,243.970658,0.91355,0.648491,0.9682301,0.7929,0.19645,0.80355,0,3e-10,0.00640982,mid-range
109279,138.01656443,7155.531,247.640183,0.576795,0.649888,0.96862534,0.887,0.79773,0.20227,0,2.54e-10,0.00651101,robust-interior
105239,137.1439077,787.447,243.959598,0.918041,0.651537,0.96822889,0.7926,0.19466,0.80534,0,2.97e-10,0.00642297,mid-range
105229,137.14170995,771.409,243.950381,0.921785,0.654079,0.96822789,0.7924,0.19316,0.80684,0,2.94e-10,0.00647274,mid-range
109297,138.0203861,7183.419,247.656394,0.583378,0.654349,0.96862706,0.8874,0.80042,0.19958,0,2.5e-10,0.00652398,mid-range
105227,137.14127037,768.202,243.948538,0.922533,0.654587,0.96822768,0.7923,0.19286,0.80714,0,2.91e-10,0.00647274,mid-range
109303,138.02165986,7192.714,247.661797,0.585573,0.655838,0.96862764,0.8875,0.80131,0.19869,0,2.47e-10,0.00653672,mid-range
109313,138.02378266,7208.205,247.670802,0.58923,0.658321,0.96862859,0.8878,0.80281,0.19719,0,2.44e-10,0.00657706,mid-range
105211,137.1377535,742.538,243.93379,0.928523,0.658661,0.96822607,0.7919,0.19048,0.80952,0,2.88e-10,0.00650719,mid-range
109321,138.02548077,7220.597,247.678005,0.592156,0.66031,0.96862936,0.8879,0.804,0.196,0,2.41e-10,0.00660444,mid-range
105199,137.13511553,723.288,243.922728,0.933016,0.661721,0.96822487,0.7916,0.18868,0.81132,0,2.83e-10,0.00654952,mid-range
109331,138.02760324,7236.085,247.687009,0.595812,0.662798,0.96863032,0.8882,0.80549,0.19451,0,2.37e-10,0.00661777,mid-range
105173,137.12939898,681.572,243.898757,0.942752,0.668366,0.96822225,0.791,0.1848,0.8152,0,2.78e-10,0.00660716,mid-range
109357,138.03312085,7276.349,247.710417,0.605319,0.669277,0.9686328,0.8888,0.80937,0.19063,0,2.33e-10,0.00671389,mid-range
105167,137.12807959,671.944,243.893225,0.944998,0.669902,0.96822164,0.7909,0.18391,0.81609,0,2.73e-10,0.00663929,mid-range
109363,138.03439397,7285.64,247.715818,0.607513,0.670775,0.96863338,0.8889,0.81027,0.18973,0,2.3e-10,0.00672847,mid-range
109367,138.03524269,7291.833,247.719419,0.608975,0.671773,0.96863376,0.889,0.81087,0.18913,0,2.28e-10,0.00674216,mid-range
109379,138.03778866,7310.412,247.730221,0.613362,0.674772,0.9686349,0.8893,0.81266,0.18734,0,2.26e-10,0.00678596,mid-range
105143,137.12280135,633.427,243.871094,0.953987,0.676056,0.96821923,0.7903,0.18033,0.81967,0,2.69e-10,0.00673758,mid-range
109387,138.03948583,7322.797,247.737422,0.616287,0.676773,0.96863567,0.8894,0.81385,0.18615,0,2.23e-10,0.00679919,mid-range
105137,137.12148162,623.796,243.865561,0.956234,0.677597,0.96821862,0.7901,0.17943,0.82057,0,2.64e-10,0.00675305,mid-range
109391,138.04033437,7328.989,247.741022,0.617749,0.677774,0.96863605,0.8895,0.81445,0.18555,0,2.22e-10,0.00681211,mid-range
109397,138.04160714,7338.277,247.746422,0.619942,0.679276,0.96863663,0.8897,0.81535,0.18465,0,2.19e-10,0.00682489,mid-range
105107,137.11488193,575.636,243.837893,0.967471,0.685315,0.9682156,0.7894,0.17495,0.82505,0,2.6e-10,0.00687309,mid-range
109423,138.0471217,7378.518,247.769821,0.629446,0.685794,0.96863911,0.8903,0.81923,0.18077,0,2.15e-10,0.0069065,mid-range
105097,137.11268165,559.58,243.828669,0.971217,0.687893,0.96821459,0.7892,0.17346,0.82654,0,2.54e-10,0.00687309,mid-range
109433,138.04924237,7393.993,247.77882,0.6331,0.688305,0.96864006,0.8905,0.82072,0.17928,0,2.11e-10,0.00692086,mid-range
109441,138.05093878,7406.373,247.786019,0.636024,0.690315,0.96864083,0.8907,0.82191,0.17809,0,2.09e-10,0.00693359,mid-range
109451,138.05305913,7421.846,247.795016,0.639678,0.69283,0.96864178,0.8909,0.82341,0.17659,0,2.07e-10,0.00693359,mid-range
109453,138.05348317,7424.94,247.796816,0.640409,0.693333,0.96864197,0.8909,0.82371,0.17629,0,2.05e-10,0.00693359,mid-range
105071,137.10696003,517.827,243.804684,0.980959,0.694608,0.96821197,0.7886,0.16958,0.83042,0,2.48e-10,0.00692374,mid-range
109469,138.05687531,7449.694,247.811211,0.646256,0.697361,0.9686435,0.8913,0.82609,0.17391,0,2.03e-10,0.00698682,mid-range
109471,138.05729929,7452.788,247.81301,0.646987,0.697865,0.96864369,0.8914,0.82639,0.17361,0,2.01e-10,0.00698682,mid-range
109481,138.05941911,7468.257,247.822007,0.65064,0.700386,0.96864465,0.8916,0.82788,0.17212,0,1.98e-10,0.00701294,mid-range
105037,137.09947596,463.213,243.773314,0.993699,0.703415,0.96820854,0.7877,0.1645,0.8355,0,2.42e-10,0.00706144,mid-range
105031,137.09815501,453.574,243.767777,0.995948,0.704971,0.96820793,0.7876,0.16361,0.83639,0,2.38e-10,0.0070785,mid-range
109507,138.06492981,7508.47,247.845395,0.660139,0.706949,0.96864713,0.8922,0.83177,0.16823,0,1.95e-10,0.00703861,mid-range
105023,137.09639364,440.72,243.760395,0.998946,0.707049,0.96820713,0.7874,0.16241,0.83759,0,2.37e-10,0.00713283,mid-range
105019,137.09551291,434.293,243.756703,1.000445,0.708088,0.96820672,0.7873,0.16182,0.83818,0,2.34e-10,0.00713283,mid-range
109517,138.06704899,7523.935,247.854389,0.663792,0.709477,0.96864808,0.8924,0.83326,0.16674,0,1.92e-10,0.00706697,mid-range
109519,138.06747281,7527.027,247.856188,0.664523,0.709983,0.96864828,0.8924,0.83356,0.16644,0,1.9e-10,0.00706697,mid-range
104999,137.09110879,402.155,243.738245,1.007942,0.71329,0.9682047,0.7868,0.15883,0.84117,0,2.32e-10,0.00718551,mid-range
109537,138.07128682,7554.86,247.872377,0.671098,0.714539,0.96864999,0.8929,0.83624,0.16376,0,1.88e-10,0.0071084,mid-range
109541,138.07213431,7561.044,247.875974,0.672559,0.715552,0.96865037,0.8929,0.83684,0.16316,0,1.86e-10,0.00712388,mid-range
104987,137.08846595,382.869,243.72717,1.01244,0.716415,0.96820349,0.7865,0.15704,0.84296,0,2.28e-10,0.00722108,mid-range
109547,138.07340547,7570.32,247.88137,0.67475,0.717072,0.96865095,0.8931,0.83774,0.16226,0,1.84e-10,0.00712388,mid-range
104971,137.08494173,357.152,243.712401,1.018439,0.720587,0.96820188,0.7862,0.15465,0.84535,0,2.25e-10,0.00727053,mid-range
109567,138.07764225,7601.237,247.899354,0.682054,0.722145,0.96865285,0.8935,0.84072,0.15928,0,1.81e-10,0.0071643,mid-range
104959,137.08229825,337.861,243.701323,1.022938,0.723721,0.96820067,0.7859,0.15286,0.84714,0,2.22e-10,0.00731905,mid-range
109579,138.08018397,7619.785,247.910144,0.686437,0.725192,0.968654,0.8938,0.84251,0.15749,0,1.78e-10,0.00717744,mid-range
104953,137.08097641,328.215,243.695784,1.025187,0.725288,0.96820006,0.7857,0.15196,0.84804,0,2.21e-10,0.00731905,mid-range
109583,138.08103116,7625.967,247.91374,0.687897,0.726208,0.96865438,0.8939,0.84311,0.15689,0,1.77e-10,0.00719046,mid-range
104947,137.07965449,318.569,243.690245,1.027437,0.726857,0.96819945,0.7856,0.15107,0.84893,0,2.19e-10,0.00731905,mid-range
109589,138.08230188,7635.24,247.919135,0.690088,0.727733,0.96865495,0.894,0.84401,0.15599,0,1.76e-10,0.00722141,mid-range
109597,138.08399608,7647.604,247.926327,0.693009,0.729767,0.96865571,0.8942,0.8452,0.1548,0,1.74e-10,0.00725236,mid-range
104933,137.07656976,296.059,243.677319,1.032687,0.73052,0.96819804,0.7852,0.14898,0.85102,0,2.16e-10,0.0073703,mid-range
109609,138.08653717,7666.147,247.937115,0.697391,0.73282,0.96865686,0.8945,0.84699,0.15301,0,1.72e-10,0.00728395,mid-range
104917,137.07304389,270.329,243.662545,1.038687,0.734711,0.96819642,0.7849,0.14659,0.85341,0,2.14e-10,0.00741346,mid-range
109619,138.08865455,7681.598,247.946105,0.701042,0.735367,0.96865781,0.8947,0.84848,0.15152,0,1.7e-10,0.00730108,mid-range
109621,138.089078,7684.688,247.947902,0.701772,0.735876,0.968658,0.8948,0.84878,0.15122,0,1.68e-10,0.00730108,mid-range
104911,137.07172156,260.679,243.657005,1.040937,0.736284,0.96819582,0.7847,0.14569,0.85431,0,2.11e-10,0.00742712,mid-range
109639,138.09288878,7712.497,247.964082,0.708343,0.740465,0.96865972,0.8952,0.85147,0.14853,0,1.66e-10,0.00736132,mid-range
104891,137.0673133,228.511,243.638535,1.048438,0.741534,0.9681938,0.7842,0.14271,0.85729,0,2.08e-10,0.00749934,mid-range
104879,137.06466797,209.207,243.627453,1.052939,0.744688,0.96819258,0.7839,0.14092,0.85908,0,2.06e-10,0.00752404,mid-range
109661,138.09754561,7746.479,247.983854,0.716373,0.74608,0.96866181,0.8957,0.85475,0.14525,0,1.63e-10,0.00747842,mid-range
109663,138.09796892,7749.568,247.985652,0.717103,0.746591,0.968662,0.8957,0.85505,0.14495,0,1.61e-10,0.00747842,mid-range
104869,137.06246332,193.119,243.618216,1.056691,0.747318,0.96819157,0.7837,0.13942,0.86058,0,2.03e-10,0.0075513,mid-range
109673,138.10008535,7765.013,247.994638,0.720753,0.749146,0.96866296,0.8959,0.85655,0.14345,0,1.58e-10,0.00752218,mid-range
104851,137.05849447,164.157,243.60159,1.063443,0.752058,0.96818975,0.7833,0.13674,0.86326,0,2.01e-10,0.00757576,mid-range
104849,137.05805345,160.938,243.599742,1.064194,0.752585,0.96818955,0.7832,0.13644,0.86356,0,1.99e-10,0.00757576,mid-range
104831,137.05408391,131.971,243.583114,1.070947,0.757332,0.96818773,0.7828,0.13375,0.86625,0,1.97e-10,0.007602,mid-range
104827,137.0532017,125.534,243.579418,1.072448,0.758387,0.96818732,0.7827,0.13315,0.86685,0,1.94e-10,0.00761616,mid-range
109717,138.10939553,7832.952,248.034174,0.73681,0.760408,0.96866715,0.8969,0.86311,0.13689,0,1.54e-10,0.00761965,mid-range
109721,138.11024174,7839.127,248.037767,0.73827,0.761433,0.96866753,0.897,0.86371,0.13629,0,1.5e-10,0.00766154,mid-range
104803,137.04790783,86.902,243.557244,1.081454,0.764728,0.9681849,0.7821,0.12957,0.87043,0,1.93e-10,0.00765803,alpha-optimal
104801,137.04746662,83.683,243.555396,1.082205,0.765257,0.96818469,0.7821,0.12927,0.87073,0,1.9e-10,0.00765803,alpha-optimal
109741,138.11447237,7870.0,248.055734,0.745567,0.766563,0.96866943,0.8975,0.8667,0.1333,0,1.48e-10,0.00768926,mid-range
104789,137.04481922,64.364,243.544307,1.086708,0.768432,0.96818348,0.7818,0.12748,0.87252,0,1.89e-10,0.00769935,alpha-optimal
109751,138.11658742,7885.434,248.064717,0.749215,0.769131,0.96867038,0.8977,0.86819,0.13181,0,1.45e-10,0.00773232,mid-range
104779,137.04261284,48.263,243.535066,1.090461,0.77108,0.96818247,0.7815,0.12599,0.87401,0,1.87e-10,0.00772704,alpha-optimal
104773,137.04128892,38.602,243.529521,1.092713,0.77267,0.96818186,0.7814,0.12509,0.87491,0,1.86e-10,0.00772704,alpha-optimal
104761,137.03864088,19.278,243.518431,1.097218,0.775851,0.96818064,0.7811,0.1233,0.8767,0,1.85e-10,0.0077549,alpha-optimal
104759,137.03819951,16.057,243.516582,1.097968,0.776382,0.96818044,0.7811,0.123,0.877,0,1.83e-10,0.0077549,alpha-optimal
109789,138.12462301,7944.073,248.098847,0.763077,0.778899,0.968674,0.8986,0.87386,0.12614,0,1.42e-10,0.00780465,mid-range
109793,138.12546872,7950.244,248.102439,0.764535,0.779929,0.96867438,0.8987,0.87446,0.12554,0,1.39e-10,0.00782016,mid-range
104743,137.03466829,9.711,243.501794,1.103975,0.780628,0.96817882,0.7807,0.12062,0.87938,0,1.81e-10,0.00783762,alpha-optimal
109807,138.12842846,7971.842,248.115011,0.769641,0.783534,0.96867571,0.899,0.87655,0.12345,0,1.37e-10,0.00783599,mid-range
104729,137.03157807,32.262,243.488852,1.109231,0.784348,0.9681774,0.7803,0.11853,0.88147,1,1.79e-10,0.00786459,alpha-optimal
104723,137.03025357,41.927,243.483306,1.111483,0.785943,0.9681768,0.7802,0.11763,0.88237,0,1.78e-10,0.00787757,alpha-optimal
109819,138.13096511,7990.353,248.125787,0.774018,0.786626,0.96867685,0.8992,0.87834,0.12166,0,1.36e-10,0.00786783,mid-range
104717,137.028929,51.593,243.477759,1.113736,0.787539,0.96817619,0.78,0.11673,0.88327,0,1.77e-10,0.00787757,alpha-optimal
104711,137.02760437,61.259,243.472212,1.115989,0.789135,0.96817558,0.7799,0.11584,0.88416,0,1.76e-10,0.00790443,alpha-optimal
109829,138.13307879,8005.777,248.134765,0.777664,0.789204,0.9686778,0.8995,0.87983,0.12017,0,1.34e-10,0.00791627,mid-range
109831,138.1335015,8008.862,248.136561,0.778394,0.78972,0.96867799,0.8995,0.88013,0.11987,0,1.33e-10,0.00791627,mid-range
104707,137.02672124,67.704,243.468514,1.117491,0.7902,0.96817518,0.7798,0.11524,0.88476,0,1.75e-10,0.00791832,alpha-optimal
104701,137.02539649,77.371,243.462967,1.119744,0.791797,0.96817457,0.7797,0.11435,0.88565,0,1.74e-10,0.00791832,alpha-optimal
109841,138.13561497,8024.285,248.145539,0.78204,0.7923,0.96867894,0.8997,0.88162,0.11838,0,1.33e-10,0.00794851,mid-range
109843,138.13603764,8027.369,248.147335,0.782769,0.792816,0.96867913,0.8998,0.88192,0.11808,0,1.32e-10,0.00794851,mid-range
109847,138.13688296,8033.538,248.150926,0.784228,0.793848,0.96867951,0.8999,0.88252,0.11748,0,1.31e-10,0.00794851,mid-range
104693,137.02363005,90.261,243.45557,1.122748,0.793928,0.96817376,0.7795,0.11315,0.88685,0,1.73e-10,0.00791832,alpha-optimal
109849,138.13730562,8036.622,248.152721,0.784957,0.794365,0.9686797,0.8999,0.88282,0.11718,0,1.31e-10,0.00794851,mid-range
104683,137.02142182,106.375,243.446324,1.126503,0.796594,0.96817274,0.7792,0.11166,0.88834,0,1.72e-10,0.00794564,mid-range
109859,138.13941877,8052.042,248.161699,0.788603,0.796947,0.96868065,0.9002,0.88431,0.11569,0,1.29e-10,0.00797966,mid-range
104681,137.02098015,109.598,243.444475,1.127254,0.797127,0.96817254,0.7792,0.11136,0.88864,0,1.71e-10,0.00794564,mid-range
104677,137.02009679,116.045,243.440776,1.128756,0.798194,0.96817214,0.7791,0.11076,0.88924,0,1.7e-10,0.00797298,mid-range
109873,138.14237688,8073.629,248.174266,0.793707,0.800564,0.96868198,0.9005,0.8864,0.1136,0,1.28e-10,0.00804104,mid-range
104659,137.01612129,145.055,243.424131,1.135517,0.802997,0.96817031,0.7786,0.10808,0.89192,0,1.68e-10,0.00802693,mid-range
109883,138.14448961,8089.046,248.183242,0.797353,0.80315,0.96868293,0.9007,0.88789,0.11211,0,1.26e-10,0.0080722,mid-range
104651,137.0143542,157.95,243.416732,1.138522,0.805134,0.9681695,0.7785,0.10688,0.89312,0,1.67e-10,0.00802693,mid-range
109891,138.14617967,8101.379,248.190423,0.800269,0.805219,0.96868369,0.9009,0.88909,0.11091,0,1.25e-10,0.0080722,mid-range
109897,138.14744714,8110.628,248.195808,0.802456,0.806771,0.96868426,0.901,0.88998,0.11002,0,1.24e-10,0.0080722,mid-range
109903,138.14871455,8119.877,248.201193,0.804643,0.808324,0.96868483,0.9012,0.89088,0.10912,0,1.23e-10,0.0080722,mid-range
104639,137.01170333,177.295,243.405634,1.143029,0.808341,0.96816828,0.7782,0.10509,0.89491,0,1.65e-10,0.00805277,mid-range
109913,138.15082675,8135.291,248.210168,0.808288,0.810913,0.96868578,0.9014,0.89237,0.10763,0,1.22e-10,0.0080722,mid-range
109919,138.15209399,8144.538,248.215552,0.810475,0.812467,0.96868635,0.9015,0.89327,0.10673,0,1.21e-10,0.00810282,mid-range
104623,137.00816841,203.09,243.390835,1.14904,0.812621,0.96816666,0.7778,0.1027,0.8973,0,1.62e-10,0.0080784,mid-range
109937,138.15589532,8172.278,248.231705,0.817035,0.817132,0.96868806,0.9019,0.89595,0.10405,0,1.19e-10,0.0081339,mid-range
109943,138.1571623,8181.523,248.237089,0.819222,0.818687,0.96868863,0.9021,0.89685,0.10315,0,1.18e-10,0.00814809,mid-range
104597,137.00242311,245.016,243.366784,1.158808,0.819584,0.96816402,0.7771,0.09882,0.90118,0,1.6e-10,0.00813543,mid-range
104593,137.00153911,251.467,243.363083,1.160311,0.820656,0.96816362,0.7771,0.09822,0.90178,0,1.58e-10,0.00815149,mid-range
109961,138.16096288,8209.257,248.253239,0.825781,0.823357,0.96869034,0.9025,0.89954,0.10046,0,1.15e-10,0.00818031,mid-range
104579,136.99844484,274.047,243.35013,1.165571,0.824411,0.9681622,0.7767,0.09613,0.90387,0,1.57e-10,0.00819548,mid-range
104561,136.99446593,303.082,243.333476,1.172335,0.829243,0.96816037,0.7763,0.09345,0.90655,0,1.55e-10,0.00823676,mid-range
109987,138.16645159,8249.311,248.276564,0.835255,0.830109,0.96869281,0.903,0.90342,0.09658,0,1.12e-10,0.00819891,mid-range
104551,136.99225516,319.215,243.324222,1.176094,0.83193,0.96815935,0.776,0.09195,0.90805,0,1.53e-10,0.00826318,mid-range
104549,136.99181298,322.442,243.322371,1.176845,0.832468,0.96815915,0.776,0.09166,0.90834,0,1.53e-10,0.00826318,mid-range
104543,136.9904864,332.122,243.316819,1.1791,0.834081,0.96815854,0.7758,0.09076,0.90924,0,1.52e-10,0.0082796,mid-range
104537,136.98915975,341.803,243.311266,1.181355,0.835694,0.96815793,0.7757,0.08986,0.91014,0,1.51e-10,0.00829275,mid-range
110017,138.17278325,8295.515,248.303474,0.846184,0.837909,0.96869565,0.9037,0.9079,0.0921,0,1.1e-10,0.00823675,mid-range
104527,136.98694852,357.939,243.302012,1.185114,0.838384,0.96815692,0.7755,0.08837,0.91163,0,1.5e-10,0.00832279,mid-range
110023,138.1740494,8304.754,248.308856,0.84837,0.83947,0.96869622,0.9039,0.90879,0.09121,0,1.08e-10,0.00827048,mid-range
104513,136.98385246,380.532,243.289054,1.190377,0.842153,0.9681555,0.7751,0.08628,0.91372,0,1.48e-10,0.00836632,mid-range
110039,138.17742547,8329.391,248.323205,0.854198,0.843635,0.96869774,0.9042,0.91118,0.08882,0,1.07e-10,0.00833848,mid-range
110051,138.17995723,8347.866,248.333966,0.858568,0.846761,0.96869888,0.9045,0.91297,0.08703,0,1.05e-10,0.00841965,mid-range
104491,136.97898646,416.041,243.26869,1.198647,0.848082,0.96815326,0.7746,0.083,0.917,0,1.46e-10,0.0084741,mid-range
110059,138.18164493,8360.182,248.34114,0.861482,0.848845,0.96869963,0.9047,0.91417,0.08583,0,1.04e-10,0.00841965,mid-range
110063,138.18248873,8366.339,248.344727,0.862938,0.849888,0.96870001,0.9048,0.91476,0.08524,0,1.04e-10,0.00845706,mid-range
104479,136.97633189,435.413,243.257581,1.203159,0.851319,0.96815204,0.7743,0.08121,0.91879,0,1.44e-10,0.00853724,mid-range
110069,138.18375439,8375.575,248.350107,0.865124,0.851452,0.96870058,0.9049,0.91566,0.08434,0,1.03e-10,0.00847709,mid-range
104473,136.9750045,445.099,243.252027,1.205415,0.852938,0.96815143,0.7742,0.08031,0.91969,0,1.44e-10,0.00855407,mid-range
104471,136.97456202,448.328,243.250175,1.206167,0.853478,0.96815123,0.7741,0.08001,0.91999,0,1.43e-10,0.00855407,mid-range
110083,138.18670735,8397.124,248.36266,0.870222,0.855103,0.96870191,0.9052,0.91775,0.08225,0,1.01e-10,0.00853159,mid-range
104459,136.97190698,467.703,243.239065,1.210679,0.856718,0.96815001,0.7738,0.07822,0.92178,0,1.41e-10,0.00855407,mid-range
110119,138.1942991,8452.524,248.394934,0.883329,0.864501,0.96870532,0.906,0.92312,0.07688,0,9.9e-11,0.00866103,mid-range
110129,138.19640752,8467.909,248.403898,0.88697,0.867113,0.96870627,0.9063,0.92462,0.07538,0,9.6e-11,0.00871705,mid-range
104417,136.96261215,535.53,243.200174,1.226475,0.868075,0.96814574,0.7728,0.07195,0.92805,0,1.38e-10,0.00868725,mid-range
104399,136.95862761,564.607,243.183503,1.233245,0.87295,0.96814391,0.7724,0.06926,0.93074,0,1.36e-10,0.00870386,mid-range
104393,136.95729929,574.3,243.177946,1.235502,0.874575,0.9681433,0.7722,0.06837,0.93163,0,1.34e-10,0.00871926,mid-range
110161,138.20315327,8517.136,248.432579,0.898619,0.87548,0.9687093,0.907,0.92939,0.07061,0,9.4e-11,0.00879341,mid-range
104383,136.95508527,590.457,243.168683,1.239264,0.877286,0.96814228,0.772,0.06688,0.93312,0,1.34e-10,0.00875293,mid-range
104381,136.95464244,593.688,243.166831,1.240017,0.877829,0.96814208,0.7719,0.06658,0.93342,0,1.33e-10,0.00875293,mid-range
104369,136.95198531,613.078,243.155715,1.244531,0.881084,0.96814086,0.7716,0.06479,0.93521,0,1.32e-10,0.00880224,mid-range
110183,138.20778994,8550.971,248.452294,0.906626,0.881238,0.96871138,0.9075,0.93268,0.06732,0,9.1e-11,0.00881415,mid-range
104347,136.94711318,648.632,243.135334,1.252809,0.887056,0.96813862,0.7711,0.0615,0.9385,0,1.3e-10,0.00889838,mid-range
110221,138.21579674,8609.399,248.486341,0.920454,0.891194,0.96871498,0.9083,0.93835,0.06165,0,8.8e-11,0.0088744,mid-range
104327,136.94268316,680.959,243.116803,1.260335,0.892491,0.96813658,0.7706,0.05852,0.94148,0,1.28e-10,0.00893272,mid-range
104323,136.94179706,687.425,243.113096,1.26184,0.893579,0.96813618,0.7705,0.05792,0.94208,0,1.27e-10,0.00896704,mid-range
110233,138.21832468,8627.847,248.497092,0.92482,0.89434,0.96871611,0.9086,0.94014,0.05986,0,8.7e-11,0.00891554,mid-range
110237,138.21916727,8633.995,248.500675,0.926275,0.89539,0.96871649,0.9087,0.94074,0.05926,0,8.6e-11,0.00893645,mid-range
104311,136.93913858,706.825,243.101977,1.266357,0.896843,0.96813495,0.7702,0.05613,0.94387,0,1.26e-10,0.00901595,mid-range
104309,136.93869547,710.059,243.100123,1.267109,0.897387,0.96813475,0.7702,0.05583,0.94417,0,1.26e-10,0.00901595,mid-range
110251,138.22211612,8655.514,248.513216,0.931369,0.899063,0.96871782,0.909,0.94283,0.05717,0,8.5e-11,0.0089755,mid-range
104297,136.93603667,729.461,243.089003,1.271626,0.900654,0.96813353,0.7699,0.05404,0.94596,0,1.25e-10,0.00903095,mid-range
110261,138.22422223,8670.883,248.522173,0.935007,0.901687,0.96871876,0.9092,0.94432,0.05568,0,8.4e-11,0.00903541,mid-range
104287,136.93382078,745.631,243.079735,1.27539,0.903377,0.96813251,0.7696,0.05255,0.94745,0,1.24e-10,0.00907794,mid-range
110269,138.22590699,8683.178,248.529339,0.937917,0.903788,0.96871952,0.9094,0.94551,0.05449,0,8.3e-11,0.00905687,mid-range
110273,138.22674933,8689.324,248.532921,0.939372,0.904838,0.9687199,0.9095,0.94611,0.05389,0,8.3e-11,0.00907946,mid-range
